,RK,TEAM,RECORD,PTS,POLL,SEASON,WEEK,TITLE,TEAM_PARSED
3,2,Pittsburgh (1),19-1,1528,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Pittsburgh
4,3,Duke (1),18-1,1490,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Duke
5,4,San Diego State,20-0,1386,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),San Diego State
6,5,Connecticut,16-2,1314,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Connecticut
7,6,Kansas,18-1,1293,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Kansas
8,7,Texas,16-3,1267,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Texas
9,8,Villanova,17-2,1199,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Villanova
10,9,Syracuse,18-2,1095,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Syracuse
11,9,BYU,19-1,1095,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),BYU
12,11,Missouri,17-3,887,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Missouri
13,12,Purdue,17-3,881,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Purdue
14,13,Texas A&M,17-2,847,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Texas A&M
15,14,Kentucky,15-4,709,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Kentucky
16,15,Notre Dame,16-4,691,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Notre Dame
17,16,Minnesota,15-4,656,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Minnesota
18,17,Wisconsin,15-4,614,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Wisconsin
19,18,Washington,15-4,584,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Washington
20,19,Vanderbilt,14-4,317,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Vanderbilt
21,20,Illinois,14-6,279,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Illinois
22,21,Georgetown,14-5,276,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Georgetown
23,22,Florida State,15-5,218,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Florida State
24,23,Louisville,15-4,203,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Louisville
25,24,Florida,15-4,169,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Florida
26,25,Michigan State,12-7,97,AP Top 25,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Michigan State
2,1,Ohio State (31),20-0,775,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Ohio State
3,2,Pittsburgh,19-1,727,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Pittsburgh
4,3,Duke,18-1,712,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Duke
5,4,San Diego State,20-0,677,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),San Diego State
6,5,Connecticut,16-2,624,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Connecticut
7,6,Kansas,18-1,618,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Kansas
8,7,Villanova,17-2,580,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Villanova
9,8,Texas,16-3,563,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Texas
10,9,BYU,19-1,533,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),BYU
11,10,Syracuse,18-2,498,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Syracuse
12,11,Texas A&M,17-2,436,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Texas A&M
13,12,Purdue,17-3,421,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Purdue
14,13,Missouri,17-3,398,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Missouri
15,14,Notre Dame,16-4,364,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Notre Dame
16,15,Wisconsin,15-4,323,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Wisconsin
17,16,Kentucky,15-4,307,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Kentucky
18,17,Washington,15-4,271,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Washington
19,18,Minnesota,15-4,264,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Minnesota
20,19,Louisville,15-4,173,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Louisville
21,20,Georgetown,14-5,140,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Georgetown
22,21,Illinois,14-6,136,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Illinois
23,22,Vanderbilt,14-4,74,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Vanderbilt
24,23,Florida,15-4,67,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Florida
25,24,Saint Mary's,17-3,58,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Saint Mary's
26,25,Utah State,18-2,57,USA Today Coaches Poll,2010-11,12,2011 NCAA Men's Basketball Rankings -  Week 12 (Jan. 24),Utah State
2,1,Ohio State (65),22-0,1625,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Ohio State
3,2,Kansas,20-1,1519,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Kansas
4,3,Texas,18-3,1500,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Texas
5,4,Pittsburgh,20-2,1433,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Pittsburgh
6,5,Duke,19-2,1284,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Duke
7,6,Connecticut,17-3,1275,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Connecticut
8,7,San Diego State,21-1,1218,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),San Diego State
9,8,BYU,20-2,1159,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),BYU
10,9,Notre Dame,17-4,1116,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Notre Dame
11,10,Kentucky,16-4,1037,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Kentucky
12,11,Purdue,18-4,922,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Purdue
13,12,Villanova,17-4,860,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Villanova
14,13,Georgetown,16-5,806,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Georgetown
15,14,Missouri,17-4,790,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Missouri
16,15,Louisville,17-4,740,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Louisville
17,16,Texas A&M,17-3,660,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Texas A&M
18,17,Syracuse,18-4,598,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Syracuse
19,18,Minnesota,16-5,487,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Minnesota
20,19,Wisconsin,15-5,387,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Wisconsin
21,20,Washington,15-5,384,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Washington
22,21,Arizona,18-4,358,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Arizona
23,22,Utah State,20-2,176,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Utah State
24,23,North Carolina,15-5,124,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),North Carolina
25,23,Vanderbilt,15-5,124,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Vanderbilt
26,25,West Virginia,14-6,109,AP Top 25,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),West Virginia
2,1,Ohio State (31),22-0,775,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Ohio State
3,2,Kansas,20-1,732,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Kansas
4,3,Texas,18-3,710,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Texas
5,4,Pittsburgh,20-2,675,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Pittsburgh
6,5,Duke,19-2,623,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Duke
7,6,San Diego State,21-1,592,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),San Diego State
8,7,Connecticut,17-3,587,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Connecticut
9,8,Notre Dame,17-4,535,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Notre Dame
10,9,BYU,20-2,522,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),BYU
11,10,Purdue,18-4,478,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Purdue
12,11,Kentucky,16-4,453,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Kentucky
13,12,Villanova,17-4,416,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Villanova
14,13,Louisville,17-4,403,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Louisville
15,14,Georgetown,16-5,365,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Georgetown
16,15,Missouri,17-4,358,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Missouri
17,16,Texas A&M,17-3,334,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Texas A&M
18,17,Syracuse,18-4,239,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Syracuse
19,18,Wisconsin,15-5,220,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Wisconsin
20,19,Washington,15-5,190,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Washington
21,20,Minnesota,16-5,186,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Minnesota
22,21,Utah State,20-2,178,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Utah State
23,22,Arizona,18-4,161,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Arizona
24,23,Florida,16-5,51,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Florida
25,24,Vanderbilt,15-5,45,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Vanderbilt
26,24,Illinois,14-7,45,USA Today Coaches Poll,2010-11,13,2011 NCAA Men's Basketball Rankings -  Week 13 (Jan. 31),Illinois
2,1,Ohio State (65),24-0,1625,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Ohio State
3,2,Kansas,22-1,1519,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Kansas
4,3,Texas,20-3,1509,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Texas
5,4,Pittsburgh,21-2,1438,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Pittsburgh
6,5,Duke,21-2,1341,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Duke
7,6,San Diego State,23-1,1259,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),San Diego State
8,7,BYU,22-2,1212,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),BYU
9,8,Notre Dame,19-4,1185,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Notre Dame
10,9,Villanova,19-4,1047,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Villanova
11,10,Connecticut,18-4,1040,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Connecticut
12,11,Georgetown,18-5,1009,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Georgetown
13,12,Syracuse,20-4,919,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Syracuse
14,13,Wisconsin,17-5,790,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Wisconsin
15,14,Purdue,18-5,754,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Purdue
16,15,Arizona,20-4,630,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Arizona
17,16,Louisville,18-5,604,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Louisville
18,17,Florida,18-5,534,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Florida
19,18,Kentucky,16-6,519,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Kentucky
20,19,Missouri,18-5,511,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Missouri
21,20,North Carolina,17-5,461,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),North Carolina
22,21,Utah State,22-2,347,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Utah State
23,22,Texas A&M,17-5,231,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Texas A&M
24,23,Vanderbilt,16-6,128,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Vanderbilt
25,24,Temple,17-5,110,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Temple
26,25,West Virginia,15-7,93,AP Top 25,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),West Virginia
2,1,Ohio State (31),24-0,775,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Ohio State
3,2,Kansas,22-1,732,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Kansas
4,3,Texas,20-3,721,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Texas
5,4,Pittsburgh,21-2,678,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Pittsburgh
6,5,Duke,21-2,642,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Duke
7,6,San Diego State,23-1,614,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),San Diego State
8,7,Notre Dame,19-4,575,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Notre Dame
9,8,BYU,22-2,564,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),BYU
10,9,Connecticut,18-4,496,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Connecticut
11,10,Villanova,19-4,495,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Villanova
12,11,Georgetown,18-5,447,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Georgetown
13,12,Purdue,18-5,401,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Purdue
14,13,Syracuse,20-4,369,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Syracuse
15,14,Wisconsin,17-5,361,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Wisconsin
16,15,Louisville,18-5,350,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Louisville
17,16,Arizona,20-4,273,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Arizona
18,17,Utah State,22-2,257,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Utah State
19,18,Kentucky,16-6,246,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Kentucky
20,19,Florida,18-5,243,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Florida
21,20,Missouri,18-5,234,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Missouri
22,21,North Carolina,17-5,165,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),North Carolina
23,22,Texas A&M,17-5,128,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Texas A&M
24,23,Saint Mary's,20-4,64,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Saint Mary's
25,24,Vanderbilt,16-6,39,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Vanderbilt
26,25,Minnesota,16-7,37,USA Today Coaches Poll,2010-11,14,2011 NCAA Men's Basketball Rankings -  Week 14 (Feb. 7),Minnesota
2,1,Kansas (22),24-1,1549,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Kansas
3,2,Ohio State (14),24-1,1536,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Ohio State
4,3,Texas (23),22-3,1535,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Texas
5,4,Pittsburgh (6),23-2,1478,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Pittsburgh
6,5,Duke,23-2,1348,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Duke
7,6,San Diego State,25-1,1256,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),San Diego State
8,7,BYU,24-2,1217,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),BYU
9,8,Notre Dame,21-4,1212,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Notre Dame
10,9,Georgetown,20-5,1103,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Georgetown
11,10,Wisconsin,19-5,1044,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Wisconsin
12,11,Purdue,20-5,941,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Purdue
13,12,Arizona,21-4,795,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Arizona
14,13,Connecticut,19-5,786,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Connecticut
15,14,Florida,20-5,775,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Florida
16,15,Villanova,19-6,710,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Villanova
17,16,Louisville,19-6,683,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Louisville
18,17,Syracuse,20-6,496,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Syracuse
19,18,Vanderbilt,18-6,471,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Vanderbilt
20,19,North Carolina,18-6,420,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),North Carolina
21,20,Missouri,19-6,404,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Missouri
22,21,Texas A&M,19-5,377,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Texas A&M
23,22,Kentucky,17-7,320,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Kentucky
24,23,Temple,19-5,208,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Temple
25,24,Xavier,18-6,83,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Xavier
26,25,Utah State,23-3,75,AP Top 25,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Utah State
2,1,Kansas (14),24-1,753,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Kansas
3,2,Texas (13),22-3,746,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Texas
4,3,Ohio State (3),24-1,706,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Ohio State
5,4,Pittsburgh (1),23-2,697,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Pittsburgh
6,5,Duke,23-2,647,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Duke
7,6,San Diego State,25-1,623,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),San Diego State
8,7,Notre Dame,21-4,588,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Notre Dame
9,8,BYU,24-2,560,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),BYU
10,9,Georgetown,20-5,526,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Georgetown
11,10,Wisconsin,19-5,460,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Wisconsin
12,11,Purdue,20-5,458,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Purdue
13,12,Connecticut,19-5,405,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Connecticut
14,13,Arizona,21-4,363,USA Today Coaches Poll,2010-11,15,2011 NCAA Men's Basketball Rankings -  Week 15 (Feb. 14),Arizona
